cohortId,cohortNameLong,logicDescription,recommendedReferentConceptIds,ohdsiForumPost,createdDate,modifiedDate
729,"All events of Autoimmune hepatitis, with a washout period of 365 days","all events of autoimmune hepatitis, indexed on diagnosis of autoimmune hepatitis, excluding event occurring in prior 365days washout period. Also excluded are events that have chronic liver diseases that may have similar presentation such as viral hepatitis, drug induced liver injury, alcoholic liver disease, and no systemic lupus erythematosus in past 365 and including index. Cohort exist is 1 day post end date.",200762,,2023-08-23,2024-09-11
730,"All events Acute pancreatitis, indexed on visit with NO chronic or hereditary pancreatitis","all events of acute pancreatitis, indexed on an inpatient or emergency or an out patient visit (restricted to overlapping with an Emergency room procedures) with a diagnosis of Acute pancreatitis. With 1. no such events in prior washout window of 365 days 2. and no history of chronic pancreatitis any time prior or hereditary pancreatitis any time pre or post index. Cohort exit is 7 days post index.","4192640, 199074",https://forums.ohdsi.org/t/17848,2023-08-23,2024-10-02
731,"All events of Sudden Hearing Loss, No congenital anomaly or middle or inner ear conditions","all events of sudden Hearing Loss, indexed on diagnosis of sudden hearing loss or a diagnosis or observation of any hearing loss that co-occurred with treatments or investigations within 1 day before to 21 days after index. Events much had 1. No hearing loss diagnosis or observation events in prior washout window of 365 days 2. No congenital anomaly of hearing any time 2. No history of middle or inner ear related diseases any time prior to 7 days before index. 3. Has not had audiometry 365 days before to 30 days prior index. exist cohort 30 days post end date.","374053, 377889",,2023-08-23,2024-09-11
732,All events of Severe Cutaneous Adverse Reaction (SCAR = SJS+TEN+DRESS),"All events of Severe Cutaneous Adverse Reaction SCAR, indexed on the diagnosis for Drug Rash With Eosinophilia, or Systemic Symptoms (DRESS) or Erythema Multiforme or Stevens-Johnson Syndrome or Toxic-Epidermal necrolysis. Excluding events in prior 365 days washout period. cohort exist 3 days post end date.","141651, 45765791",,2023-08-23,2024-09-11
733,All events Drug Rash with Eosinophilia and Systemic Symptoms (DRESS),"all events of Drug Rash With Eosinophilia and Systemic Symptoms (DRESS), index on diagnosis of (DRESS), excluding DRESS events in the last 365 day washout period. Cohort exist is 1 day after end date.",45765791,,2023-08-23,2024-09-11
734,All events Drug Rash with Eosinophilia and Systemic Symptoms (DRESS),"all events of Drug Rash With Eosinophilia and Systemic Symptoms (DRESS), index on diagnosis of (DRESS)",45765791,,2023-08-23,2023-10-03
735,All events of Acute Liver Injury,"All events of Acute Liver Injury, indexed on the diagnosis of Acute Liver Injury, excluding events of Acute Liver Injury in prior 365 washout period. Excluding events with chronic hepatic failure on the same index date. patients exist cohort 90 days post end date.",194990,,2023-08-23,2024-09-11
736,"All events of Acute Liver Injury, NO viral hepatitis or alcoholic hepatic failure","All events of Acute Liver Injury, indexed on the diagnosis of Acute Liver Injury, excluding events of Acute Liver Injury in prior 365 washout period. Excluding events with chronic hepatic failure on the same index date. patients exist cohort 90 days post end date.",194990,,2023-08-23,2024-09-11
737,"Neutropenic Fever, Inpatient or ER, indexed on fever or Infection, 90 days era","All events of febrile neutropenia, indexed on the diagnosis of febrile neutropenia or a fever (diagnosis or measurement) cooccurring with neutropenia (diagnosis or measurement) within 1 day , or a diagnosis of clinically significant infection cooccurring with neutropenia (diagnosis or measurement) within 1 day. Restricted to events overlapping with in an inpatient or emergency room visit and excluding events with a normal neutrophil count (ANC) on index. Cohort exit is 3 days after end date. Recurrent events will be combined into event eras if they are within 90 days of each other.","257011, 437663, 4170143, 4250734",https://forums.ohdsi.org/t/17876,2023-08-23,2024-09-11
738,Autoimmune hemolytic anemia,All events of Autoimmune hemolytic anemia events not including evans syndrome,441269,,2023-08-23,2024-10-02
739,"Isolated Immune Thrombocytopenia (ITP), with a washout period of 365 days","all events of Immune Thrombocytopenia (ITP), excluding such events in prior 365 days as washout period, also excluded are 1. events with a diagnosis of congenital or genetic thrombocytopenia all time prior to 7 days post index, 2. Events with a platelet count of >100 or a diagnosis of thrombocytosis on day of index 3. Events with co-occurring neutropenia, pancytopenia, bone marrow involvement, anemia 7 days within index. Persons exit after 180 days or when a normal platelet count measure is observed.","433749, 4103532",,2023-08-23,2024-09-11
740,Pulmonary arterial hypertension (PAH),Earliest occurrence of Pulmonary Arterial Hypertension (PAH) indexed on occurrence of PAH condition requiring right heart catheterization or echocardiogram 30 days before or 30 days after diagnosis/index. Cohort exit is the end of continuous observation.,4013643,,2023-08-23,2024-09-11
741,Earliest event of Thrombotic microangiopathy (TMA) or Microangiopathic hemolytic anemia (MAHA),Earliest events of Immune Thrombotic microangiopathy or microangiopathic hemolytic anemia indexed on the diagnosis or its treatment or investigation. Events with congenital or genetic thrombocytopenia all time prior to 7 days post index are excluded. Also excluded are patients with Platelet count > 150. cohort exit is 7 days post end date or an occurrence of a normal platelet measure .,"313800, 4119134",,2023-08-23,2024-09-11
742,Parasomnia or Sleep dysfunction with arousal disturbance,All events of Parasomnia or Sleep dysfunction with arousal disturbance with events collapse 1 day after,254761,https://forums.ohdsi.org/t/17895,2023-09-08,2023-09-21
743,Diabetic ketoacidosis identified during the inpatient or emergency room SNOMED concept,"All condition occurrences of DKA during an ER or IP visit, with 30-day event persistence (SNOMED code only)",196523,https://forums.ohdsi.org/t/17895,2023-09-08,2023-09-20
744,Pulmonary Hypertension,First occurrence of Pulmonary Hypertension,"312437, 4041664",https://forums.ohdsi.org/t/17895,2023-09-14,2023-09-20
745,Inflammatory Bowel Disease,First occurrence of Inflammatory Bowel Disease,"4074815, 81893, 201606",,2023-09-14,2023-10-13
746,Chronic Thromboembolic Pulmonary Hypertension,First occurrence of Chronic Thromboembolic Pulmonary Hypertension,378253,https://forums.ohdsi.org/t/17895,2023-09-14,2023-09-20
747,Pulmonary Arterial Hypertension,First occurrence of Pulmonary Arterial Hypertension,43530714,https://forums.ohdsi.org/t/17895,2023-09-14,2024-10-02
748,Psoriatic arthritis,First occurrence of Psoriatic arthritis,"25297, 4226263",https://forums.ohdsi.org/t/17895,2023-09-14,2023-09-20
749,Plaque Psoriasis,First occurrence of Plaque Psoriasis,"27674, 4101344",https://forums.ohdsi.org/t/17895,2023-09-15,2023-09-20
750,Pulmonary hypertension associated with left heart disease (WHO Group 2),First occurrence of Pulmonary hypertension associated with left heart disease (WHO Group 2),4322024,,2023-09-15,2023-10-05
752,Firearm Accidents (FA),Firearm accident with an emergency room or inpatient visit on index,,,2023-09-15,2023-10-05
753,Motor Vehicle Accidents (MVA),All events of motor vehicle accidents with an emergency room or inpatient visit on index,"442752, 4150129",https://forums.ohdsi.org/t/17895,2023-09-15,2023-09-20
754,Down Syndrome,"Condition occurrence of Down Syndrome, starting between 0 days before and 0 days after cohort entry start date and ending between 0 days before and 0 days after cohort entry start date. Having at least 1 additional condition occurrence of ‘Down syndrome’, starting between 1 days after and 365 days after cohort entry start date having no condition eras of ‘Condition_Era Pregnancy Codes’, starting between 0 days before and 0 days after ‘Down syndrome’ start date and ending between 0 days after and 0 days after ‘Down syndrome’ start date",37016200,,2023-09-15,2023-10-05
755,Non-infectious uveitis and iridocyclitis,"Earliest diagnosis of non-infectious uveitis or iridocyclitis, indexed on the first ever event. This event must either be followed by a second event in the 31 to 365 days in the future or the event must occur at the time of an ophthalmology visit.",,,2023-09-15,2023-10-06
756,Cystic Fibrosis,1 code of cystic fibrosis and a second code within 1 to 365 days post index,441267,,2023-09-15,2023-10-05
757,Concomitant TNF - alpha Inhibitors and IL12_23 Inhibitors - GE 30D overlap,Concomitant TNF - alpha Inhibitors and IL12_23 Inhibitors - GE 30D overlap,703578,,2023-09-15,2023-09-20
759,Concomitant TNF - alpha Inhibitors and IL23 Inhibitors - GE 30D overlap,Concomitant TNF - alpha Inhibitors and IL23 Inhibitors - GE 30D overlap,"255848, 4318404",,2023-09-16,2023-09-20
760,Concomitant IL 23 Inhibitors and IL12_23 Inhibitors - GE 30D overlap,Concomitant IL 23 Inhibitors and IL12_23 Inhibitors - GE 30D overlap,"256451, 260139",https://forums.ohdsi.org/t/17895,2023-09-16,2023-09-20
761,Pulmonary arterial hypertension with Prior Left Heart or Vice Versa,Index date of either PAH or left heart disease whichever comes last,319049,,2023-09-16,2023-09-20
762,Endothelin receptor antagonists,First exposure of Endothelin receptor antagonists,,,2023-09-16,2023-10-09
763,Phosphodiesterase 5 inhibitors and guanylate cyclase stimulators,First exposure of Phosphodiesterase 5 inhibitors and guanylate cyclase stimulators,,,2023-09-16,2023-09-20
764,Prostacyclin analogues and prostacyclin receptor agonists,First exposure of Prostacyclin analogues and prostacyclin receptor agonists,,,2023-09-16,2023-09-20
765,Left Heart Failure,First occurrence of Left Heart Failure,,,2023-09-16,2023-09-20
766,Right Heart Failure,First occurrence of Right Heart Failure,"255573, 317009",,2023-09-16,2023-09-20
767,Sarcoidosis,First occurrence of Sarcoidosis,317009,,2023-09-16,2023-09-20
768,Sickle Cell Anemia,First occurrence of Sickle Cell Anemia,4213628,,2023-09-16,2023-10-19
769,Scleroderma,First occurrence of Scleroderma,"76685, 80809, 81893, 81931, 134442, 134618, 135215, 140168, 194992, 199856, 201254, 201606, 254443, 257628, 374919, 432295, 438688, 443394, 4137275, 4232076",,2023-09-16,2023-09-20
770,Essential Hypertension,First occurrence of Essential Hypertension,"253954, 434557",,2023-09-16,2023-09-20
771,Pulmonary hypertension associated with left heart disease (WHO Group 2),First occurrence of Pulmonary hypertension associated with left heart disease (WHO Group 2),"137809, 443392",,2023-09-16,2023-10-09
772,Pulmonary hypertension associated with lung diseases and/or hypoxia (WHO Group 3),First occurrence of Pulmonary hypertension associated with lung diseases and/or hypoxia (WHO Group 3),433736,https://forums.ohdsi.org/t/17895,2023-09-16,2023-10-09
773,Congenital Heart Disease,First occurrence of Congenital Heart Disease,4182210,,2023-09-16,2023-09-20
774,Portal Hypertension,First occurrence of Portal Hypertension,"312648, 4028741",,2023-09-16,2023-09-20
775,Inflammatory Bowel Disease,First occurrence of Inflammatory Bowel Disease,"4074815, 81893, 201606",,2023-09-16,2023-10-03
776,Antisynthetase syndrome,First occurrence of Antisynthetase syndrome,439727,,2023-09-16,2023-09-20
777,Mixed connective tissue disease,Mixed connective tissue disease,"197494, 198964",,2023-09-16,2023-09-20
778,Undifferentiated connective tissue disease,First occurrence of Undifferentiated connective tissue disease,"313217, 44784217",,2023-09-16,2023-09-20
779,Overlap syndrome,First occurrence of Overlap syndrome,193782,,2023-09-16,2023-09-20
780,Raynaud’s disease or Raynaud’s phenomenon,First occurrence of Raynaud’s disease or Raynaud’s phenomenon,"201820, 201826",,2023-09-16,2023-09-20
781,Antiphospholipid syndrome,First occurrence of Antiphospholipid syndrome,"192359, 193782",,2023-09-16,2023-09-20
782,Chronic Thromboembolic Pulmonary Hypertension,First occurrence of Chronic Thromboembolic Pulmonary Hypertension,193782,,2023-09-16,2023-09-20
783,Pulmonary endarterectomy,All occurrences of Pulmonary endarterectomy,"253954, 434557",,2023-09-16,2023-09-20
784,Balloon Pulmonary Angioplasty,All occurrences of Balloon Pulmonary Angioplasty,4138754,,2023-09-16,2023-10-04
785,Skin Burns,1 code of Skin Burns and a drug or procedure treatment within 1 to 180 days post index,"439676, 37311061",,2023-09-16,2023-09-20
788,Breast cancer,,"439676, 37311061",,2023-09-16,2023-10-05
789,Glioblastoma multiforme (GBM),,,,2023-09-16,2023-09-20
790,Colorectal Cancer,,,,2023-09-16,2023-09-20
791,Multiple Myeloma,,,,2023-09-16,2023-09-20
792,Metastatic Hormone-Sensitive Prostate Cancer Synchronous,,"377091, 4196708",https://forums.ohdsi.org/t/17895,2023-09-16,2023-10-05
793,Metastatic Hormone-Sensitive Prostate Cancer Metachronus,,"439676, 37311061",,2023-09-16,2023-10-05
794,Hemorrhage of digestive system,all events of Hemorrhage of digestive system. Persons exit on cohort end date plus 14 days,,,2023-09-17,2023-10-16
795,Antineoplastic drugs against colorectal cancer,First exposure of drugs Antineoplastic drugs against colorectal cancer.,"439676, 37311061",,2023-09-18,2023-09-20
796,Potential curative surgery for colorectal cancer,First event potential curative surgery for colorectal cancer.,,,2023-09-18,2023-09-20
797,Radiotherapy against colorectal cancer,"First exposure of radiotherapy, excluding procedures with that are probably not related to colorectal cancer.","317302, 320425",,2023-09-18,2023-09-20
798,Primary adenocarcinoma of the colon or rectum,First event of primary adenocarcinoma of the colon or rectum,"377091, 4196708",https://forums.ohdsi.org/t/17895,2023-09-18,2024-01-05
802,Acute Respiratory Failure,First event of acute respiratory failure,"79908, 139803, 443904",https://forums.ohdsi.org/t/17769,2023-09-18,2024-01-05
803,Fascial dehiscence and evisceration,First fascial dehiscence or evisceration,"254761, 312437, 437663, 439926, 442752, 4041664, 4178904, 4272240, 43530714",https://forums.ohdsi.org/t/17895,2023-09-18,2024-01-05
804,Anastomotic leak or dehiscence,First event of anastomotic leak or dehiscence of large or small intestine,199074,,2023-09-18,2024-01-05
805,Intestinal obstruction,First event Intestinal obstruction,197320,,2023-09-18,2024-01-05
806,Intraabdominal abscess,First event Intraabdominal abscess,4245975,,2023-09-18,2024-01-05
807,Perioperative aspiration,First event of Perioperative aspiration,"316139, 319835",,2023-09-18,2024-01-05
808,Postoperative hemorrhage,First event postoperative hemorrhage,4002836,,2023-09-18,2024-01-05
809,Surgical wound infection (narrow),First event surgical wound infection,443454,,2023-09-18,2024-01-05
810,Distant metastasis following colorectal cancer (wide),First event distant metastasis following colorectal cancer,"314666, 4329847",https://forums.ohdsi.org/t/15900,2023-09-18,2024-01-05
811,Local recurrence after colorectal cancer,First event local recurrence after colorectal cancer,"4183609, 4266367",,2023-09-18,2024-01-05
812,"Primary adenocarcinoma of the colon or rectum, MSI-H or dMMR, no surgery or oncological treatment","First event of primary adenocarcinoma of the colon or rectum with MSI-H or dMMR, no curative surgery or oncological treatment any time after","376713, 439847",,2023-09-18,2024-01-05
813,Primary adenocarcinoma of the colon or rectum treated with potentially curative surgery,First event of Primary adenocarcinoma of the colon or rectum treated with curative surgery within 90 days of the operation,443454,,2023-09-18,2024-01-05
814,"Primary adenocarcinoma of the colon or rectum, no curative intended surgery and oncological treatment",First event of Primary adenocarcinoma of the colon or rectum treated with no curative surgery but oncological treatment within 90 days of the operation,373503,,2023-09-18,2024-01-05
817,"Primary adenocarcinoma of the colon or rectum, no curative intended surgery and oncological treatment","Primary adenocarcinoma of the colon or rectum, no curative intended surgery, and oncological treatment at any time after",192671,,2023-09-18,2024-01-05
818,"Primary adenocarcinoma of the colon or rectum, MSI-L, MSI-indeterminate, MSS or pMMR","First event of primary adenocarcinoma of the colon or rectum, with a molecular subtype of MSI-L, MSI-indeterminate, MSS or pMMR","313217, 44784217",,2023-09-18,2024-01-05
819,"Primary adenocarcinoma of the colon or rectum, MSI-L, MSI-indeterminate, MSS or pMMR, treated with curative intended surgery","First event of Primary adenocarcinoma of the colon or rectum, MSI-L, MSI-indeterminate, MSS or pMMR, treated with curative intended surgery within 90 days of diagnosis","438624, 4027133",,2023-09-18,2024-01-05
820,"Primary adenocarcinoma of the colon or rectum, MSI-L, MSI-indeterminate, MSS or pMMR, oncological treatment, no curative surgery","First event of Primary adenocarcinoma of the colon or rectum, MSI-L, MSI-indeterminate, MSS or pMMR, treated with oncological therapy, but no curative intended surgery",,,2023-09-18,2024-01-05
821,"Primary adenocarcinoma of the colon or rectum, MSI-L, MSI-indeterminate, MSS or pMMR, no surgery or oncological treatment","First event of Primary adenocarcinoma of the colon or rectum with a MSI-L, MSI-indeterminate, MSS or pMMR subtype, and no surgery or oncological treatment anytime in the future.",,,2023-09-18,2024-01-05
822,"Primary adenocarcinoma of colon or rectum, MSI-H or dMMR, surgical treatment","First event of Primary adenocarcinoma of the colon or rectum with the MSI-H or dMMR molecular subtype, receiving potential curative surgery",40481547,,2023-09-18,2024-01-05
823,"Primary adenocarcinoma of colon or rectum, MSI-H or dMMR, oncological treatment no surgery","First event primary adenocarcinoma of the colon or rectum, with MSI-H or dMMR molecular subtype, treated with oncological treatment no curative surgery","439676, 37311061",,2023-09-18,2024-01-05
824,"Primary adenocarcinoma of colon or rectum, MSI-H or dMMR","First event Primary adenocarcinoma of the colon or rectum, with MSI-H or dMMR molecular subtype",,,2023-09-18,2024-01-05
825,Primary adenocarcinoma of colon,First event of primary adenocarcinoma of colon,,,2023-09-18,2024-01-05
826,"Primary adenocarcinoma of colon, no surgery or oncological treatment","First event of primary adenocarcinoma of the colon, no curative surgery and no oncological treatment anytime after",373995,https://forums.ohdsi.org/t/17895,2023-09-18,2024-01-05
827,Primary adenocarcinoma of colon surgical treatment,First event of curative surgery for primary adenocarcinoma,378419,,2023-09-18,2024-01-05
828,"Primary adenocarcinoma of colon oncological treatment, no surgery","First event of oncological treatment after primary adenocarcinoma, with no curative surgery","138525, 194133",https://forums.ohdsi.org/t/18223,2023-09-18,2024-01-05
829,"Primary adenocarcinoma of colon, MSI-L, MSI-indeterminate, MSS or pMMR","First event of primary adenocarcinoma of colon, with MSI-L or pMMR molecular subtype",444362,,2023-09-18,2024-01-05
830,"Primary adenocarcinoma of colon, MSI-L, MSI-indeterminate, MSS or pMMR, surgically treated","First event of potential curative surgery after a primary adenocarcinoma with MSI-L, MSS, pMMR molecular subtype","438409, 4047120",https://forums.ohdsi.org/t/15901,2023-09-18,2023-09-20
831,"Primary adenocarcinoma of colon MSI-L, MSI-indeterminate, MSS or pMMR, oncological treatment, no surgery","First event of oncological treatment of primary adenocarcinoma of colon with MSS, MSI-L or pMMR subtype","314666, 4296653, 4329847",https://forums.ohdsi.org/t/15900,2023-09-18,2024-01-05
832,"Primary adenocarcinoma of colon MSI-L, MSI-indeterminate, MSS or pMMR, no surgery or oncological treatment",First event of adenocarcinoma of colon with molecular subtype pMMR/MSI-L/MSS for patients not receiving surgery or oncological treatment,198263,https://forums.ohdsi.org/t/17895,2023-09-18,2024-01-05
833,Primary adenocarcinoma of colon MSI-H or dMMR,First event of a primary adenocarcinoma of colon with MSI-H / pMMR molecular profile,"442597, 4152351",https://forums.ohdsi.org/t/17895,2023-09-18,2024-01-05
834,"Primary adenocarcinoma of colon MSI-H or dMMR, surgical treatment",First event of potentially curative surgery for adenocarcinoma of colon following diagnosis of MSI-H dMMR subtype,"439926, 4272240",https://forums.ohdsi.org/t/17895,2023-09-18,2024-01-05
835,"Primary adenocarcinoma of colon MSI-H or dMMR, oncological treatment, no surgery","First event of oncological treatment for colorectal cancer following diagnosis of primary adenocarcinoma of colon with MSI-H or dMMR profile, no curative surgery",4096682,,2023-09-18,2024-01-05
836,"Primary adenocarcinoma of colon MSI-H or dMMR, no surgery or oncological treatment","First event of primary adenocarcinoma of colon with MSI-H or dMMR profile, no curative surgery or oncological treatment at anytime past diagnosis","137977, 435656",https://forums.ohdsi.org/t/17895,2023-09-18,2024-01-05
837,Primary adenocarcinoma of rectum,First event of a primary adenocarcinoma of rectum,436222,https://forums.ohdsi.org/t/17895,2023-09-18,2024-01-05
838,Primary adenocarcinoma of rectum MSI-H or dMMR,First event of a primary adenocarcinoma of rectum with MSI-H or dMMR molecular subtype,"196360, 197508",,2023-09-18,2024-01-05
839,"Primary adenocarcinoma of rectum, MSI-H or dMMR, no surgery or oncological treatment","First event of a primary adenocarcinoma of rectum with MSI-H or dMMR molecular subtype, without any curative surgery or oncological treatment in the future",80809,,2023-09-18,2024-01-05
840,"Primary adenocarcinoma of rectum MSI-H or dMMR, oncological treatment, no surgery","First event of oncological treatment for patient with primary adenocarcinoma of rectum with MSI-H or dMMR molecular subtype, without any curative surgery","318443, 764123",,2023-09-18,2024-01-05
841,"Primary adenocarcinoma of rectum, MSI-H or dMMR, surgical treatment",First event of potentially curative surgery for patients diagnosed with primary adenocarcinoma of rectum with MSI-H / dMMR subtype,201606,,2023-09-18,2024-01-05
842,"Primary adenocarcinoma of rectum, MSI-L, MSI-indeterminate, MSS or pMMR","First event of primary adenocarcinoma of rectum, with MSI-L, MSI-indeterminate, MSS or pMMR subtype",440383,,2023-09-18,2024-01-05
843,"Primary adenocarcinoma of rectum MSI-L, MSI-indeterminate, MSS or pMMR, oncological treatment, no surgery","First event of oncology in patients diagnosed with primary adenocarcinoma of rectum with MSI-L, MSI-indeterminate, MSS or pMMR profile, with no subsequent potentially curative surgery",140168,,2023-09-18,2024-01-05
844,"Primary adenocarcinoma of rectum MSI-L, MSI-indeterminate, MSS or pMMR, no surgery and no oncological treatment","First event of primary adenocarcinoma of tectum with MSI-L / MSS / pMMR profile, no surgery or oncological treatment",81893,,2023-09-18,2024-01-05
845,"Primary adenocarcinoma of rectum MSI-L, MSI-indeterminate, MSS or pMMR, treated with potentially curative surgery",First event of potentially curative surgery for primary adenocarcinoma of rectum with MSI-L / pMMR subtype,"26942, 138723, 4144746",https://forums.ohdsi.org/t/17854,2023-09-18,2024-01-05
846,"Primary adenocarcinoma of rectum oncological treatment, no surgery","First event of oncological for patients with primary adenocarcinoma in rectum, with no subsequent potentially curative surgery","257011, 437663, 4170143, 4250734",https://forums.ohdsi.org/t/17876,2023-09-18,2024-01-05
847,Primary adenocarcinoma of rectum surgical treatment,First event of potentially curative surgery following diagnosis of primary adenocarcinoma of rectum,"435503, 439777, 441269, 4250490",https://forums.ohdsi.org/t/17856,2023-09-18,2024-01-05
848,"Primary adenocarcinoma of rectum, no surgery or oncological treatment","First event of primary adenocarcinoma of rectum, no future potentially curative surgery or oncological treatment","435503, 439777, 441269, 4250490",https://forums.ohdsi.org/t/17856,2023-09-18,2024-01-05
850,Intestinal obstruction,First event Intestinal obstruction,432881,,2023-09-18,2023-10-16
851,Intraabdominal obstruction,First event Intraabdominal obstruction,435224,https://forums.ohdsi.org/t/17409,2023-09-18,2023-09-20
852,Surgical wound infection (broad),First event surgical wound infection,435224,https://forums.ohdsi.org/t/17409,2023-09-18,2024-01-05
854,Distant metastasis following colorectal cancer (medium),First event distant metastasis following colorectal cancer,"433749, 4103532",,2023-09-18,2024-01-05
855,Distant metastasis following colorectal cancer (narrow),First event distant metastasis following colorectal cancer,"433749, 4103532",,2023-09-18,2024-01-05
856,"Earliest event of Migraine, including history of migraine","Earliest occurrence of Migraine indexed on occurrence of Migraine condition (or observation of history of migraine-in the one of the cohorts versions) or symptoms (Headache , Aura) or a use of antimigraine drug (or the 1st time). Patients entering the cohort with an antimigraine drugs or migraine symptoms are required to have a diagnosis or observation of Migraine or history of migraine within 60 days. Cohort exit is the end of continuous observation.","313800, 4119134",,2023-09-18,2023-09-20
857,Earliest event of Migraine,"Earliest occurrence of Migraine indexed on occurrence of Migraine condition (or observation of history of migraine-in the one of the cohorts versions) or symptoms (Headache , Aura) or a use of antimigraine drug (or the 1st time). Patients entering the cohort with an antimigraine drugs or migraine symptoms are required to have a diagnosis or observation of Migraine or history of migraine within 60 days. Cohort exit is the end of continuous observation.","137967, 4345578",,2023-09-18,2023-10-04
858,Earliest event of Rheumatoid Arthritis,"Earliest occurrence of Rheumatoid Arthritis indexed on diagnosis (condition or observation) date, for the first time in history cohort exit is the end of continuous observation",321042,,2023-09-18,2023-10-04
859,Earliest event of Crohns disease,"Earliest occurrence of Crohns disease indexed on diagnosis date, for the first time in history cohort exit is the end of continuous observation",201606,,2023-09-18,2023-10-04
860,Earliest event of Ulcerative colitis,"Earliest occurrence of Ulcerative Colitis indexed on diagnosis date, for the first time in history cohort exit is the end of continuous observation",441202,https://forums.ohdsi.org/t/17835,2023-09-18,2023-09-22
861,Earliest event of Urinary tract infections (UTI),"Earliest event of diagnosis of urinary tract infections, cohort exist is end of observation period.",141651,,2023-09-18,2023-11-29
862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",,42872891,,2023-09-18,2023-09-20
863,"Cognitive impairment, incident","Earliest occurrence of Crohns disease indexed on diagnosis date, for the first time in history , with 365 days prior observation time. cohort exit is the end of continuous observation","4297400, 439795",,2023-09-18,2023-10-04
864,Earliest event of Dementia,Occurrences of dementia indexed on diagnosis or observation date with no required prior continuous enrollment subset to earliest observation where the patient was 18 years or older cohort exit is the end of continuous observation.,4182210,,2023-09-18,2023-10-03
865,"Major Non Cardiac Surgery, adults, inpt stay, no ED",,4301351,,2023-09-19,2024-01-05
866,"Abdominal Aortic Aneurysm repair, adults, inpt stay, no ED",,4301351,,2023-09-19,2024-01-05
867,"Lower Extremity Bypass, adults, inpt stay, no ED",,4301351,,2023-09-19,2024-01-05
868,"Carotid Endarterectomy, adults, inpt stay, no ED",,4301351,,2023-09-19,2024-01-05
869,"Lung Resection, adults, inpt stay, no ED",,4301351,,2023-09-19,2024-01-05
870,"Esophagectomy, adults, inpt stay, no ED",,132702,,2023-09-19,2024-01-05
871,"Pancreatectomy, adults, inpt stay, no ED",,4301351,,2023-09-19,2024-01-05
872,"Colectomy, adults, inpt stay, no ED",,4301351,,2023-09-19,2024-01-05
873,"Cystectomy, adults, inpt stay, no ED",,4301351,,2023-09-19,2024-01-05
874,"Nephrectomy, adults, inpt stay, no ED",,4301351,,2023-09-19,2024-01-05
875,"Coronary Artery Bypass Graft, adults, inpt stay, no ED",,4301351,,2023-09-19,2024-01-05
876,"Cardiac Valve Surgery, adults, inpt stay, no ED",,4301351,,2023-09-19,2024-01-05
877,"Non-Emergent MNCS (age 18 or greater), post op Afib (parox)",,374954,,2023-09-19,2023-10-05
878,"Major Non Cardiac Surgery, adults, inpt stay, no ED, post op new Afib",,436100,https://forums.ohdsi.org/t/17784,2023-09-19,2024-01-05
881,Acute myocardial infarction events,Acute myocardial infarction condition record during an inpatient or ER visit successive records with > 180 day gap are considered independent episodes,139900,https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-24
882,Persons with decreased libido,The first condition record of decreased libido,377575,https://forums.ohdsi.org/t/17895,2023-09-20,2023-09-21
884,Diarrhea events,Diarrhea condition record of any type successive records with > 30 day gap are considered independent episodes,196523,,2023-09-20,2023-10-09
888,Gastrointestinal bleeding events,Gastrointestinal hemorrhage condition record during an inpatient or ER visit successive records with > 30 day gap are considered independent episodes,196715,,2023-09-20,2023-09-20
889,Hyponatremia events,Hyponatremia condition record of any type successive records with > 90 day gap are considered independent episodes,199837,,2023-09-20,2023-09-20
890,Hypotension events,Hypotension condition record of any type successive records with > 90 day gap are considered independent episodes,"4133004, 43531681",https://forums.ohdsi.org/t/17769,2023-09-20,2023-09-20
891,Nausea events,Nausea condition record of any type successive records with > 30 day gap are considered independent episodes,436093,,2023-09-20,2023-09-20
892,Stroke (ischemic or hemorrhagic) events,Stroke (ischemic or hemorrhagic) condition record during an inpatient or ER visit successive records with > 180 day gap are considered independent episodes,443454,,2023-09-20,2023-09-20
893,Persons with vertigo,The first condition record of vertigo,"4192640, 199074",https://forums.ohdsi.org/t/17848,2023-09-20,2023-09-20
894,Abdominal pain events,Abdominal pain condition record of any type successive records with > 90 day gap are considered independent episodes,"4192640, 199074, 4340961",https://forums.ohdsi.org/t/17848,2023-09-20,2023-09-24
895,Abnormal weight gain events,Abnormal weight gain record of any type successive records with > 90 day gap are considered independent episodes,"377091, 380378, 4029498",https://forums.ohdsi.org/t/17569,2023-09-20,2023-09-24
896,Abnormal weight loss events,Abnormal weight loss observation record of any type successive records with > 90 day gap are considered independent episodes,435928,,2023-09-20,2023-09-28
898,Acute renal failure events,Acute renal failure condition record during an inpatient or ER visit successive records with >30 day gap are considered independent episodes,"374923, 4091559",https://forums.ohdsi.org/t/17788,2023-09-20,2023-09-24
900,Anaphylactoid reaction events,Anaphylactoid reaction condition record during an inpatient or ER visit successive records with >7 day gap are considered independent episodes,441202,https://forums.ohdsi.org/t/16033,2023-09-20,2023-09-20
901,Persons with anemia,The first condition record of anemia,441202,https://forums.ohdsi.org/t/18193,2023-09-20,2023-09-20
917,Persons with anxiety,"The first condition record of anxiety, which is followed by another anxiety condition record or a drug used to treat anxiety",4245975,,2023-09-20,2023-09-20
918,Persons with bradycardia,"The first condition record of bradycardia, which is followed by another bradycardia condition record",4245975,,2023-09-20,2023-09-20
